0 -0.760612 0.00429191
1 -0.764175 0.00491074
2 -0.767379 0.00461741
3 -0.772568 0.00416991
4 -0.771925 0.00415763
5 -0.773342 0.00375157
6 -0.773815 0.00429325
7 -0.77531 0.00388699
8 -0.776216 0.00406458
9 -0.775418 0.0045636
10 -0.773915 0.0046812
11 -0.775056 0.00431387
12 -0.777622 0.00365359
13 -0.780353 0.00398641
14 -0.78186 0.00319533
15 -0.779409 0.00418417
16 -0.777467 0.00401144
17 -0.783051 0.00498873
18 -0.784493 0.00446717
19 -0.784339 0.00388492
20 -0.784651 0.00355545
21 -0.782105 0.00321933
22 -0.775544 0.0044616
23 -0.77611 0.00476039
24 -0.779639 0.00430153
25 -0.776578 0.00352372
26 -0.779165 0.00360392
27 -0.776343 0.00431512
28 -0.776012 0.00393262
29 -0.776374 0.0030251
30 -0.778464 0.00382603
31 -0.781774 0.00445524
32 -0.782169 0.00497895
33 -0.778462 0.00495053
34 -0.780552 0.00402439
35 -0.782235 0.00315806
36 -0.784046 0.00355095
37 -0.780334 0.00281139
38 -0.781343 0.00208972
39 -0.778097 0.00291426
40 -0.776272 0.00358802
41 -0.778028 0.00373738
42 -0.777011 0.00403507
43 -0.778543 0.00422439
44 -0.779048 0.00420351
45 -0.779613 0.00399588
46 -0.776995 0.00404344
47 -0.776862 0.00487737
48 -0.780291 0.00423952
49 -0.782087 0.00490911
50 -0.781797 0.00556147
51 -0.782219 0.00499764
52 -0.779994 0.00461382
53 -0.78062 0.00438517
54 -0.782049 0.00423458
55 -0.783551 0.00388686
56 -0.780909 0.00373135
57 -0.784973 0.00396537
58 -0.788566 0.00377513
59 -0.78889 0.00426348
60 -0.787202 0.00421491
61 -0.785668 0.00516364
62 -0.786315 0.00362541
63 -0.784409 0.00410096
64 -0.782612 0.0040507
65 -0.781437 0.00453376
66 -0.785071 0.0045342
67 -0.783691 0.00515523
68 -0.786215 0.00373144
69 -0.785872 0.00428881
70 -0.785004 0.00417457
71 -0.780041 0.00421502
72 -0.779615 0.0037369
73 -0.78042 0.00360047
74 -0.778068 0.00291209
75 -0.781411 0.00371049
76 -0.779643 0.00375965
77 -0.777775 0.00383934
78 -0.778995 0.00400512
79 -0.779138 0.00436903
80 -0.779576 0.0038589
81 -0.781254 0.00322752
82 -0.783997 0.00358441
83 -0.781892 0.00443499
84 -0.783083 0.00400153
85 -0.780004 0.00373742
86 -0.780612 0.00321725
87 -0.781772 0.00435925
88 -0.782287 0.00452704
89 -0.781294 0.00348644
90 -0.781666 0.003125
91 -0.785511 0.00378843
92 -0.783737 0.00357056
93 -0.781474 0.00369117
94 -0.779062 0.00368657
95 -0.780465 0.0036291
96 -0.783435 0.00347468
97 -0.780677 0.00291589
98 -0.780378 0.00332406
99 -0.779088 0.00322215
100 -0.778423 0.00367304
101 -0.779789 0.00391326
102 -0.778086 0.0040287
103 -0.779571 0.00299261
104 -0.778517 0.00338051
105 -0.774331 0.00383534
106 -0.776859 0.00335881
107 -0.77378 0.00372193
108 -0.777706 0.00449256
109 -0.781271 0.00373065
110 -0.780609 0.00375071
111 -0.777393 0.00351635
112 -0.781642 0.00317336
113 -0.777771 0.00267841
114 -0.781215 0.00276633
115 -0.779103 0.00292644
116 -0.776919 0.00371165
117 -0.779608 0.00386869
118 -0.779886 0.00396689
119 -0.779586 0.00381505
120 -0.780528 0.00400557
121 -0.784559 0.00457387
122 -0.783172 0.00472544
123 -0.782775 0.00465254
124 -0.784518 0.00368607
125 -0.783092 0.00420971
126 -0.783528 0.00459799
127 -0.781262 0.00514956
128 -0.780618 0.00430197
129 -0.778954 0.00317085
130 -0.782802 0.00306268
131 -0.781932 0.00282509
132 -0.78178 0.00306691
133 -0.779812 0.00244486
134 -0.780704 0.00283242
135 -0.775623 0.0025679
136 -0.77619 0.00262871
137 -0.777692 0.0020261
138 -0.776158 0.0023571
139 -0.77591 0.00332844
140 -0.779177 0.00299729
141 -0.78061 0.00328103
142 -0.779606 0.00366537
143 -0.779305 0.00344028
144 -0.779703 0.00396497
145 -0.778624 0.00438665
146 -0.777719 0.00361918
147 -0.77661 0.00376022
148 -0.77672 0.00290191
149 -0.778312 0.00284466
150 -0.778496 0.00288923
151 -0.777011 0.00291821
152 -0.77958 0.00304692
153 -0.781628 0.00317608
154 -0.780892 0.00292052
155 -0.778213 0.00306592
156 -0.780479 0.00293163
157 -0.780653 0.00296535
158 -0.781394 0.00299644
159 -0.777276 0.00338113
160 -0.779763 0.00310674
161 -0.780573 0.00400179
162 -0.782003 0.00298606
163 -0.783634 0.00277413
164 -0.783428 0.00313991
165 -0.782239 0.00293197
166 -0.784803 0.00358973
167 -0.784755 0.00302451
168 -0.786503 0.0037631
169 -0.784111 0.00376709
170 -0.78468 0.00292412
171 -0.782387 0.00386781
172 -0.783106 0.00336777
173 -0.784413 0.0037107
174 -0.783938 0.00378993
175 -0.783671 0.00378173
176 -0.785613 0.00364891
177 -0.786203 0.00383924
178 -0.783171 0.00320837
179 -0.783683 0.00324085
180 -0.784879 0.00329518
181 -0.785592 0.0033869
182 -0.784417 0.00385309
183 -0.785663 0.00316668
184 -0.786777 0.00299083
185 -0.788467 0.00354848
186 -0.789883 0.00357815
187 -0.787578 0.00405379
188 -0.78411 0.00367366
189 -0.780784 0.00362333
190 -0.78451 0.00386673
191 -0.78002 0.00378241
192 -0.779104 0.00373403
193 -0.78093 0.00359132
194 -0.780706 0.00399496
195 -0.780388 0.00324496
196 -0.78025 0.00336483
197 -0.782317 0.00281343
198 -0.778152 0.00297026
199 -0.780125 0.00321588
200 -0.780552 0.00292933
201 -0.781421 0.00266189
202 -0.781327 0.00330959
203 -0.78001 0.00325683
204 -0.780845 0.00304016
205 -0.781584 0.00402248
206 -0.779205 0.00407003
207 -0.781733 0.00418462
208 -0.784069 0.00411394
209 -0.781201 0.00470733
210 -0.784054 0.00420058
211 -0.784892 0.00346439
212 -0.782806 0.0035848
213 -0.782085 0.00357626
214 -0.781629 0.00406827
215 -0.779154 0.00339348
216 -0.779964 0.00333885
217 -0.778519 0.00472779
218 -0.781471 0.00452458
219 -0.784309 0.00415789
220 -0.784524 0.00413374
221 -0.778756 0.00485312
222 -0.782887 0.00507131
223 -0.784699 0.00511614
224 -0.78218 0.00509213
225 -0.780781 0.00416116
226 -0.780761 0.00325625
227 -0.781901 0.00372675
228 -0.782389 0.00421609
229 -0.783956 0.00537464
230 -0.779026 0.00546963
231 -0.782287 0.00570708
232 -0.78461 0.00534582
233 -0.779833 0.0044757
234 -0.782039 0.00397505
235 -0.778639 0.00391074
236 -0.77761 0.00420638
237 -0.773406 0.00396541
238 -0.777858 0.00379054
239 -0.775991 0.00402655
240 -0.776824 0.00444787
241 -0.777257 0.00457608
242 -0.778028 0.00373117
243 -0.780658 0.00400325
244 -0.783192 0.00386794
245 -0.786914 0.00437592
246 -0.787733 0.00364819
247 -0.785752 0.00352325
248 -0.785727 0.00355431
249 -0.786654 0.00326869
250 -0.78299 0.00332396
251 -0.781595 0.00333715
252 -0.782056 0.00297682
253 -0.780133 0.00321479
254 -0.779348 0.00270072
255 -0.781478 0.00246247
256 -0.780541 0.00251795
257 -0.782615 0.00231365
258 -0.784214 0.0024061
259 -0.784192 0.00332664
260 -0.783155 0.0031821
261 -0.782709 0.00346888
262 -0.785071 0.0036271
263 -0.781208 0.0036873
264 -0.782732 0.00350002
265 -0.783042 0.0040205
266 -0.782203 0.00410672
267 -0.78141 0.00453405
268 -0.780906 0.00515461
269 -0.781367 0.00501219
270 -0.781458 0.00530706
271 -0.781476 0.00534576
272 -0.776989 0.00393736
273 -0.778677 0.00389713
274 -0.783256 0.00400866
275 -0.785359 0.00416625
276 -0.783414 0.00381807
277 -0.783059 0.00334751
278 -0.782578 0.00303861
279 -0.779125 0.00386091
280 -0.780537 0.00310598
281 -0.777177 0.0031068
282 -0.779615 0.0036145
283 -0.783715 0.00322448
284 -0.789096 0.00304255
285 -0.784456 0.00344858
286 -0.782333 0.00338269
287 -0.780538 0.00279656
288 -0.781207 0.00373308
289 -0.780983 0.00389206
290 -0.784258 0.00457018
291 -0.782873 0.00358624
292 -0.783567 0.00314904
293 -0.778905 0.00349636
294 -0.775507 0.00388978
295 -0.777901 0.00416066
296 -0.781033 0.00370251
297 -0.77965 0.0035767
298 -0.78156 0.00392429
299 -0.778529 0.00389776
