                    1           0.0484298           0.0484298                   0
                   2           0.0486476           0.0485387         0.000108897
                   3           0.0488584           0.0486453         0.000123719
                   4            0.048893           0.0487072         0.000107181
                   5           0.0489927           0.0487643         0.000100764
                   6           0.0496052           0.0489044         0.000162523
                   7           0.0486499           0.0488681         0.000142088
                   8           0.0491209           0.0488997         0.000127046
                   9           0.0492413           0.0489376         0.000118297
                  10           0.0486754           0.0489114         0.000109009
                  11           0.0487161           0.0488937         0.000100189
                  12           0.0488777           0.0488923         9.14692e-05
                  13           0.0490077           0.0489012         8.46064e-05
                  14           0.0487184           0.0488882         7.94109e-05
                  15           0.0484116           0.0488564         8.04662e-05
                  16           0.0494967           0.0488964         8.52472e-05
                  17           0.0491079           0.0489088         8.10366e-05
                  18           0.0490659           0.0489176         7.68986e-05
                  19           0.0490561           0.0489249         7.31032e-05
                  20           0.0491773           0.0489375          7.0491e-05
                  21           0.0487223           0.0489272         6.78285e-05
                  22           0.0493618            0.048947         6.76217e-05
                  23           0.0495432           0.0489729           6.962e-05
                  24           0.0495685           0.0489977         7.11256e-05
                  25           0.0485649           0.0489804         7.03842e-05
                  26           0.0489403           0.0489789         6.76406e-05
                  27           0.0489884           0.0489792         6.50881e-05
                  28           0.0486222           0.0489665         6.40036e-05
                  29           0.0491849            0.048974         6.22149e-05
                  30           0.0490747           0.0489774          6.0199e-05
                  31           0.0488628           0.0489737         5.83418e-05
                  32            0.049232           0.0489817         5.70631e-05
                  33            0.048932           0.0489802         5.53275e-05
                  34           0.0491909           0.0489864          5.4032e-05
                  35           0.0494388           0.0489994         5.40342e-05
                  36           0.0490148           0.0489998         5.25136e-05
                  37           0.0490296           0.0490006         5.10809e-05
                  38           0.0491509           0.0490045         4.98757e-05
                  39           0.0488485           0.0490005         4.87446e-05
                  40           0.0489612           0.0489996         4.75205e-05
                  41           0.0492528           0.0490057         4.67569e-05
                  42           0.0488365           0.0490017         4.58075e-05
                  43           0.0490687           0.0490033         4.47567e-05
                  44           0.0489933            0.049003         4.37282e-05
                  45           0.0489877           0.0490027         4.27468e-05
                  46           0.0488584           0.0489996         4.19248e-05
                  47           0.0488347           0.0489961         4.11727e-05
                  48           0.0489584           0.0489953         4.03134e-05
                  49           0.0488522           0.0489923           3.959e-05
                  50           0.0492075           0.0489967          3.9028e-05
                  51           0.0489446           0.0489956         3.82687e-05
                  52           0.0489611            0.048995         3.75314e-05
                  53           0.0490814           0.0489966         3.68526e-05
                  54           0.0489581           0.0489959         3.61707e-05
                  55           0.0489882           0.0489957         3.55072e-05
                  56           0.0487311            0.048991         3.51862e-05
                  57           0.0489358             0.04899         3.45769e-05
                  58           0.0489704           0.0489897         3.39773e-05
                  59           0.0491504           0.0489924         3.35072e-05
                  60           0.0484178           0.0489829         3.43077e-05
                  61            0.049336           0.0489886         3.42336e-05
                  62           0.0488213           0.0489859         3.37849e-05
                  63           0.0487841           0.0489827         3.33984e-05
                  64           0.0493906           0.0489891         3.34846e-05
                  65           0.0495325           0.0489975         3.40089e-05
                  66           0.0494111           0.0490037         3.40711e-05
                  67           0.0496294           0.0490131         3.48338e-05
                  68           0.0493172           0.0490176          3.4608e-05
                  69           0.0489579           0.0490167         3.41137e-05
                  70           0.0486556           0.0490115         3.40162e-05
                  71           0.0487543           0.0490079         3.37289e-05
                  72           0.0491529           0.0490099          3.3318e-05
                  73           0.0489058           0.0490085         3.28894e-05
                  74           0.0489977           0.0490083         3.24422e-05
                  75            0.048757            0.049005         3.21817e-05
                  76            0.049463            0.049011         3.23221e-05
                  77           0.0486927           0.0490069         3.21664e-05
                  78           0.0489162           0.0490057         3.17726e-05
                  79           0.0491801           0.0490079         3.14454e-05
                  80           0.0487269           0.0490044         3.12479e-05
                  81           0.0487343           0.0490011         3.10394e-05
                  82           0.0495094           0.0490073         3.12789e-05
                  83           0.0488727           0.0490057         3.09423e-05
                  84           0.0490066           0.0490057         3.05717e-05
                  85           0.0488637            0.049004          3.0256e-05
                  86           0.0489751           0.0490037         2.99041e-05
                  87           0.0489743           0.0490033         2.95603e-05
                  88           0.0490249           0.0490036         2.92234e-05
                  89           0.0492078           0.0490059         2.89842e-05
                  90           0.0491673           0.0490077         2.87164e-05
                  91           0.0490141           0.0490077         2.83991e-05
                  92           0.0489952           0.0490076         2.80891e-05
                  93           0.0490359           0.0490079         2.77871e-05
                  94           0.0490634           0.0490085         2.74962e-05
                  95            0.048812           0.0490064         2.72838e-05
                  96            0.049135           0.0490078         2.70313e-05
                  97           0.0492699           0.0490105         2.68873e-05
                  98           0.0483137           0.0490034         2.75449e-05
                  99           0.0491069           0.0490044         2.72853e-05
                 100           0.0491636            0.049006          2.7058e-05
