1000000                 100
-0.0352076          0.00849161
-0.00119633           0.0343628
-0.0108612           0.0261498
-0.00760162           0.0205161
-0.010399           0.0169833
-0.00870197           0.0144535
-0.0107596           0.0126851
-0.00585143           0.0122165
-0.0119981            0.012537
-0.00750273           0.0121986
-0.00549683            0.011315
-0.0080806           0.0107242
-0.00637696           0.0100738
-0.00648351          0.00937878
-0.00459294          0.00897444
-0.003442          0.00850823
-0.00188592          0.00817117
-0.00175035          0.00773034
0.000533781          0.00768112
0.00148754          0.00736819
0.00220929          0.00706227
0.00286829          0.00678034
0.00208997          0.00653817
0.0014052          0.00630847
-6.32287e-05          0.00623633
0.000169819          0.00600543
1.93805e-05          0.00578893
-0.000310445          0.00559548
0.0008944          0.00553839
0.00204757          0.00547947
0.00127014          0.00536213
0.00185477          0.00522988
0.00182051          0.00507385
0.00172055          0.00492776
-0.00015517          0.00514316
0.00105833          0.00514731
-0.000481559          0.00524134
-0.000187353          0.00511365
-0.00165713          0.00519636
-0.00048575          0.00520165
-0.00204098          0.00530918
-0.00129139          0.00523815
-0.00192211          0.00515644
-0.000576901          0.00521696
0.000320171          0.00518055
-0.00017239            0.005093
-0.000253016          0.00498642
0.000450522          0.00493401
0.00130393          0.00490908
0.00141604          0.00481316
0.000283862          0.00485359
-0.000327908          0.00480028
-0.000888357          0.00474377
-0.00113124          0.00466305
-0.00082943          0.00458896
-0.00175607          0.00460199
-0.00202534          0.00452996
-0.00282261          0.00452333
-0.00320789          0.00446396
-0.00294902           0.0043978
-0.00320685          0.00433396
-0.00410418            0.004358
-0.00402927          0.00429002
-0.0034284          0.00426603
-0.0044993          0.00433525
-0.00541432          0.00436699
-0.00436406          0.00442862
-0.00389823          0.00438876
-0.0037875          0.00432703
-0.00348956          0.00427604
-0.0033105          0.00422003
-0.00356723          0.00416973
-0.0028374          0.00417725
-0.00352504          0.00417815
-0.00285784          0.00417645
-0.00289366          0.00412201
-0.0024075          0.00409776
-0.00289126          0.00407438
-0.00222462          0.00407799
-0.00210067          0.00402923
-0.0026734          0.00402079
-0.00306566          0.00399138
-0.00254478          0.00397782
-0.0025253           0.0039308
-0.00228472          0.00389226
-0.00219597          0.00384829
-0.00215419          0.00380453
-0.0021577          0.00376155
-0.00172659          0.00374442
-0.00103649          0.00376679
-0.000476967          0.00376741
-0.000413381          0.00372722
-0.000477103          0.00368791
-0.000439855          0.00364907
-0.000567373          0.00361311
-0.000796886          0.00358303
-0.00102965          0.00355391
-0.000996319          0.00351798
-0.0011913          0.00348808
