100000                 100
15.4157        5.48222        15.0853          5.379       0.321776      0.0270449       0.331264      0.0345539
15.2814         5.4596        14.7607        5.43468       0.229225      0.0274865        0.37679      0.0591518
15.2701         5.5771        14.9118        5.36334       0.162482         0.1191       0.306315      0.0826997
15.0083        5.56701          15.07        5.38012       0.290475      0.0928047       0.285171      0.0662204
14.9337        5.54237        15.1444        5.31782       0.248613      0.0796825       0.244432      0.0824951
15.0223        5.52919        15.1033        5.33779       0.228007      0.0686204       0.210635      0.0725263
15.1611        5.53265        15.1104        5.32263       0.241352      0.0595275       0.182553      0.0646141
15.1115        5.51015        15.0083        5.35168       0.218556      0.0571184        0.19064      0.0639606
15.0817        5.54663        14.9578        5.35149       0.197732        0.06278        0.17781      0.0572084
15.0003        5.58604        14.9337         5.3683       0.196505      0.0691202       0.162636       0.054407
15.0214        5.50538        14.9277        5.39833       0.180618       0.102408       0.148587       0.058039
15.045        5.45621        14.8672        5.40402       0.167805       0.106265       0.149475      0.0536914
15.0392        5.43069        14.8867        5.38241       0.155464       0.101636        0.13975      0.0542064
14.9702        5.46113        14.9602        5.37521       0.160352      0.0993924       0.149449      0.0509741
14.9757        5.46301        15.0859        5.35508       0.150099      0.0929922        0.18801      0.0517574
14.8863        5.49885        15.0919        5.37008        0.16697      0.0944166       0.176705       0.050881
14.9503        5.50089        15.0378        5.38222        0.16994      0.0890402       0.175168      0.0494824
14.9448        5.50694        15.0108        5.39206        0.16084      0.0844405       0.167876      0.0478291
14.9222        5.49142        15.0539        5.37857       0.154252      0.0815957        0.16499      0.0473384
14.9246        5.48983         15.049        5.40164       0.146743      0.0776293       0.157012      0.0505935
14.9498        5.47903        15.0643        5.39009       0.142152      0.0748012       0.150482      0.0496008
14.9184        5.49205        15.0308        5.39589       0.139416      0.0726514       0.147637      0.0477479
14.9126        5.50424        15.0679        5.37511       0.133605      0.0706193       0.146137      0.0502153
14.915        5.49623        15.0259         5.3864       0.128173      0.0682075        0.14633        0.04947
14.934        5.49527        14.9851        5.39932       0.124597      0.0655388       0.146386      0.0492543
14.9584        5.49053        15.0252        5.39254       0.122358      0.0632423        0.14645      0.0478771
14.9834        5.47888        15.0625        5.38246       0.120512      0.0620457       0.145973      0.0472245
14.9902        5.47845        15.0296        5.40056       0.116486      0.0598695        0.14464      0.0490304
14.9864        5.47778        15.0208        5.39342       0.112602      0.0578433       0.140011      0.0479027
14.9892        5.48719         15.038        5.39257       0.108947       0.056731       0.136507      0.0463395
15.0195        5.48839        15.0569        5.38993       0.109731      0.0549427       0.133513      0.0449457
15.0006          5.486        15.0556        5.40017       0.108015      0.0533053       0.129411      0.0447501
15.0104        5.48019        15.0315        5.39377        0.10525      0.0520392       0.127836      0.0438823
15.0066        5.46779        15.0207         5.3983        0.10227      0.0520289       0.124599      0.0428498
14.9784        5.48221        15.0082        5.39561       0.103326      0.0525789       0.121736      0.0417296
14.9845        5.48199        14.9995        5.40084       0.100683      0.0511386       0.118717      0.0409226
14.9989        5.47593        15.0014        5.40856      0.0990511      0.0501427       0.115568      0.0405717
15.0039         5.4699         14.963        5.42531      0.0966046      0.0492105       0.118945      0.0429191
15.0018        5.46923        14.9886        5.41232      0.0941816      0.0479691       0.118725      0.0438023
14.9777         5.4668        14.9578        5.42227      0.0949668      0.0468474       0.119829      0.0438644
14.9854        5.46092        14.9575        5.41862      0.0929986       0.046095       0.116941      0.0429625
15.0048        5.46182        14.9443        5.42044       0.092849      0.0450192       0.114951       0.041991
15.0258        5.45733        14.9256        5.43001      0.0931314      0.0442134       0.113848      0.0421277
15.0112        5.46283        14.9425        5.43133      0.0922145      0.0435683       0.112562      0.0412019
14.992        5.47662        14.9405        5.43102      0.0921952      0.0447876       0.110107      0.0402974
14.9914        5.48425        14.9344        5.43473      0.0902148      0.0444833        0.10791      0.0396055
14.9806         5.4786        14.9444        5.43006      0.0889661      0.0439111       0.106113      0.0390522
14.9524        5.47322        14.9647        5.42598      0.0915995      0.0433418       0.105874       0.038464
14.9575        5.47459        14.9673        5.42717      0.0898986      0.0424884       0.103769      0.0377056
14.9619        5.46679        14.9673        5.42441      0.0882275      0.0423706       0.101714      0.0370613
14.9619        5.46729        14.9517        5.42237      0.0865142      0.0415508       0.100939      0.0363991
14.9604        5.46625        14.9291        5.42252       0.084879      0.0407726       0.101568      0.0357061
14.9531        5.47009        14.9359        5.42535       0.083617      0.0401945      0.0999025      0.0351523
14.9689         5.4722        14.9418        5.42265      0.0836063      0.0395133      0.0982434      0.0346124
14.9481         5.4783        14.9452        5.42684      0.0846991      0.0392773      0.0965331      0.0342452
14.9539         5.4811        14.9416        5.42605      0.0834006      0.0386833      0.0948906      0.0336483
14.9481        5.47614        14.9403        5.42714      0.0821561      0.0383324      0.0932498      0.0330811
14.9646        5.46942        14.9235        5.43407      0.0824154      0.0382712      0.0931833      0.0332442
14.9475        5.46959         14.925        5.43053      0.0827997      0.0376283      0.0916292      0.0328764
14.9364        5.47411        14.9205        5.42676      0.0821874      0.0372809      0.0902235      0.0325522
14.9388        5.46864        14.9137        5.43409       0.080886      0.0370793      0.0890236       0.032852
14.938         5.4661        14.9265        5.42481      0.0795962      0.0365746      0.0885394      0.0336321
14.9519         5.4623        14.9209        5.43076      0.0795775      0.0361986      0.0873258      0.0336328
14.9672        5.45955        14.9259        5.42787      0.0798283      0.0357435      0.0861152      0.0332369
14.9615        5.46314        14.9218        5.43127      0.0788212      0.0353807      0.0848993      0.0329052
14.9692        5.46141        14.9149        5.43349      0.0780236      0.0348915      0.0839032      0.0324865
14.9669        5.46189         14.916        5.43313      0.0769048      0.0343779      0.0826668      0.0320072
14.9689        5.45713        14.9184        5.42947      0.0758097      0.0342084       0.081495      0.0317515
14.964        5.45484        14.9215        5.42295      0.0748791      0.0337938      0.0803841      0.0319669
14.9742          5.454        14.9223         5.4209      0.0745166       0.033325      0.0792482      0.0315795
14.9988        5.45023        14.9395        5.42504      0.0774973      0.0330747      0.0799987      0.0314112
15.0105        5.44919         14.942        5.42704      0.0773099      0.0326349       0.078936      0.0310424
15.0134        5.44561        14.9327        5.43504      0.0763127      0.0323903      0.0784194      0.0316469
15.0141        5.44324        14.9417        5.43267      0.0752921      0.0320432      0.0778943      0.0313112
15.011        5.43512        14.9646        5.43267       0.074361      0.0326444      0.0802006      0.0308965
15.0097        5.43536        14.9644        5.43456      0.0733996      0.0322186      0.0791525      0.0305511
