100000                 100
15.0147        5.42869        14.9621        5.43818      0.0726203      0.0324943      0.0781641      0.0303732
15.0122        5.43072        14.9487        5.44247      0.0717392      0.0321444      0.0783318      0.0302928
15.0162        5.43356        14.9498        5.44877      0.0709519      0.0318669      0.0773538      0.0305669
15.0192        5.43567         14.947        5.44926       0.070136      0.0315416      0.0764422      0.0301912
15.0114        5.43781        14.9456        5.44443      0.0697128       0.031228      0.0755167      0.0302095
15.0098         5.4385        14.9488        5.44382      0.0688869      0.0308572      0.0746699      0.0298496
15.0063         5.4423        14.9457        5.44367      0.0681512      0.0307241      0.0738407      0.0294925
14.9998        5.44388        14.9465        5.43862      0.0676613      0.0304014      0.0729713      0.0295769
14.9937        5.44293        14.9546        5.43437       0.067145      0.0300608      0.0725618      0.0295386
14.9844        5.44588        14.9546         5.4322      0.0670114      0.0298594       0.071723      0.0292777
14.9816        5.44055        14.9576        5.43819      0.0663048      0.0299966      0.0709643       0.029556
14.9827        5.44071        14.9545        5.43928      0.0655634      0.0296581      0.0702294      0.0292424
14.981        5.44227        14.9455        5.44618      0.0648523      0.0293678      0.0700326      0.0297267
14.9748        5.44942        14.9319         5.4525      0.0644314      0.0299123      0.0705658      0.0300703
14.9735        5.45095        14.9319        5.44705      0.0637404      0.0296249      0.0697946      0.0302368
14.9743        5.45028        14.9256        5.44707      0.0630561      0.0293124      0.0693316      0.0299099
14.9757        5.44872        14.9392        5.44476       0.062397      0.0290408      0.0699387      0.0296806
14.98        5.44228        14.9404        5.44444      0.0618845      0.0294453      0.0692088      0.0293682
14.9891         5.4407        14.9308        5.44894      0.0619144      0.0291801      0.0691597       0.029407
15.0031        5.44091        14.9332        5.44418      0.0628617      0.0288785      0.0684838      0.0294888
15.0026        5.44045        14.9202        5.44388      0.0622194      0.0285861      0.0690145       0.029188
14.9993        5.44154        14.9267        5.44161      0.0616739      0.0283169      0.0686252      0.0289805
14.9914        5.44982        14.9138        5.44955      0.0615667      0.0292296      0.0691452      0.0297696
