-0.496588            0.485819           -0.499938
-0.339557           -0.340798           -0.487258
0.487066           -0.324477           -0.348709
-0.334751            0.490768           -0.320186
-0.160399           -0.493078           -0.490753
-0.00290997           -0.346614           -0.478006
-0.170608            -0.33587           -0.327111
0.00813038            0.481675           -0.340884
0.177612            0.494624            0.493122
0.300637           -0.316733           -0.493462
0.156606           -0.331145           -0.338733
0.338919           -0.483503           -0.343024
0.477484           -0.163038           -0.491263
-0.313027         -0.00478824            0.496177
-0.476225           0.0105253           -0.335992
-0.331282           -0.170829           -0.324236
-0.164839           -0.191776           -0.496024
0.0118303         -0.00846345           -0.488036
-0.173495           0.0098415           -0.332651
0.0239092           -0.152428           -0.310567
0.150478           -0.167247            0.497771
0.312379           0.0130922            0.489888
0.177627          0.00900161           -0.323862
0.323321           -0.165859           -0.327433
-0.477979            0.193883           -0.487707
-0.319546            0.333239            0.475478
-0.489438            0.343418           -0.326267
-0.321249            0.177881           -0.336814
-0.150152            0.175909            0.483924
0.0039076            0.355501            0.480474
-0.148734            0.337841           -0.345734
-3.75632e-05            0.166334           -0.336413
0.186198            0.176353           -0.498757
0.345047            0.331035             0.49858
0.176995            0.341832           -0.356647
0.360874            0.167417           -0.326561
0.495242           -0.483735           -0.170483
-0.31749           -0.332191           -0.155449
-0.499751           -0.332763         -0.00197654
-0.340492            0.498426         -0.00559418
-0.169733            0.486913           -0.175112
-0.00418864           -0.336838           -0.179555
-0.155304           -0.342133          -0.0180687
0.00415112           -0.499313         -0.00896294
0.155263            0.489324           -0.160584
0.318364           -0.332382           -0.185372
0.143078           -0.336106         -0.00871951
0.337433           -0.476445            0.013301
-0.475461           -0.173931           -0.161678
-0.320675          0.00503807           -0.169152
0.490083          -0.0131966        -0.000760543
-0.318823            -0.17999           0.0154365
-0.16526           -0.163734           -0.168031
0.00357286          -0.0017152           -0.167753
-0.167278           -0.016863         -0.00753448
-0.0160841           -0.160975           0.0167051
0.173662           -0.153514           -0.163439
0.330406           0.0190186            -0.16545
0.163833           0.0047004         -5.4586e-05
0.323701           -0.161188        -5.04782e-05
-0.491328            0.167168            -0.17308
-0.325674            0.335921           -0.153656
0.496927            0.342732         -0.00605625
-0.354524            0.145675         -0.00173922
-0.160798            0.180177           -0.183052
0.0170445            0.323751            -0.16342
-0.156371            0.314698          0.00213773
0.00884029            0.160084         -0.00926214
0.170566            0.161678           -0.184965
0.340822            0.320962           -0.171796
0.165854            0.336159           0.0105862
0.322819            0.175795          -0.0029217
0.489166            0.483878            0.164685
-0.364738           -0.341015            0.163533
0.48371           -0.333018             0.35456
-0.33512            0.494158            0.333568
-0.153554             0.48754            0.143102
0.00324615           -0.334901            0.172054
-0.187184           -0.348377             0.31006
-0.0118498           -0.479421             0.33496
0.163273           -0.494831            0.177518
0.333563           -0.335851            0.186423
0.145868            -0.33783            0.327915
0.32512            0.497702            0.339742
0.495589           -0.165728            0.173494
-0.337356         -0.00165856            0.175882
-0.48769          0.00532295            0.364556
-0.342726           -0.178037            0.358387
-0.173542           -0.166116            0.189522
-0.0259481         0.000517306            0.147991
-0.155078          0.00860175            0.347278
-0.00930955           -0.153155            0.329506
0.159014           -0.176583            0.173561
0.334425         0.000671787            0.163908
0.156522           0.0180066            0.325438
0.326327           -0.166299             0.33224
-0.493122            0.151513            0.175556
-0.335302             0.31229            0.144139
-0.48479            0.332123            0.338246
-0.323702            0.159655            0.341056
-0.175976            0.156443            0.163628
0.00183367            0.329913            0.166508
-0.155103            0.331995            0.328764
-0.00163344            0.168053            0.312273
0.157903            0.167844            0.162382
0.339249            0.322563            0.171195
0.162379            0.340664            0.342526
0.338723            0.172101            0.314024
