1000000                 100
1.49416        5.07616        1.49254        4.96851      0.0649951      0.0203442      0.0138317      0.0817831
        1.51111        5.06296        1.48352        4.97829      0.0411743       0.017665      0.0120473      0.0482201
        1.51447        5.06228         1.4878        4.97157      0.0293084      0.0125097     0.00953067      0.0347532
        1.50583        5.09211        1.48395        5.00628        0.02429      0.0313653     0.00832182      0.0439282
        1.49808        5.10645         1.4894        4.99063       0.021295        0.02935     0.00870743      0.0391316
        1.51221        5.08676        1.49722        4.97902      0.0228837      0.0316709      0.0107391       0.035053
        1.50903         5.0741        1.49952        4.98604      0.0200719       0.030208      0.0095813      0.0311584
        1.51339        5.08151        1.49801        4.98101      0.0182312      0.0276511     0.00858526      0.0279357
        1.51134        5.07152        1.49717        4.99915      0.0164348      0.0266737     0.00772451      0.0308775
        1.51023        5.05186        1.49401        4.99857      0.0149073      0.0311179     0.00766873      0.0279357
        1.51872        5.03129        1.49354         5.0071      0.0160378      0.0350747     0.00701608      0.0268901
        1.51746        5.01903        1.49364        4.99957      0.0148064      0.0345142     0.00645466      0.0258548
        1.51996        5.00452        1.49119        5.00223      0.0139338      0.0350955     0.00645866      0.0240839
        1.52441        5.00749        1.48736        5.01028      0.0137156       0.032807     0.00713028      0.0238237
        1.52505        5.02396        1.48924        5.01705      0.0128455      0.0348297      0.0069307      0.0232906
        1.52192        5.03115        1.49217        5.01325      0.0124632       0.033496     0.00713611      0.0222057
        1.51902        5.04097        1.49165        5.01487      0.0121031      0.0330739     0.00674811       0.020998
        1.51619        5.03967         1.4903        5.01787      0.0117938      0.0313119     0.00652262      0.0200871
        1.51345        5.03681        1.49094        5.01721      0.0115196      0.0298426     0.00622029      0.0190677
        1.51524        5.02999        1.49091        5.02388       0.011102       0.029194     0.00591676      0.0193268
        1.51032        5.02513        1.49101        5.03132      0.0116724      0.0282568     0.00564241      0.0198716
        1.50923        5.02376        1.49362        5.02867      0.0112058      0.0270346       0.005988      0.0191716
