0.289154            -1.37685           -0.422909
-0.0365112           -0.564751            0.486078
-0.915329           -0.800704           -0.688338
-0.727238            0.182965           0.0278679
-0.31873             1.60561           -0.656646
-1.81973            0.120806           -0.574016
0.388601           -0.247426            0.290608
1.01294          -0.0358613            0.334143
-3.54272            -0.60369            0.461336
1.28131             0.89634           -0.617904
0.384344            -1.39509            0.492212
-0.319135           -0.455505            0.188697
-0.0213882          -0.0678578            0.258878
0.216506           -0.159217             1.24376
1.48713           -0.258587           -0.685354
0.354614            -0.70618          -0.0191401
2.09458           -0.989852            0.193992
0.42535             0.40576            0.528782
-0.354761            -1.57345             -0.1523
-0.576099           -0.875953            -0.63171
-1.02248            0.128045           0.0754107
-0.0865723            -1.10405             1.50373
0.164391            0.304247           -0.143725
-0.00571609            0.235966           -0.530369
-0.431253               1.378           -0.158602
1.11635            -1.55588            0.160743
-0.370851            0.205751            -1.89074
-0.881499          0.00917657            -1.74832
2.06594               0.486            0.849728
-0.0870587           -0.138087             1.57057
0.677229             1.74405             0.22715
0.0616192           -0.128644           -0.408686
-1.14172             -1.1414             2.34002
-1.27755          -0.0094501           -0.476989
1.76114           -0.454893             1.37981
-0.222196           -0.185374            0.890425
0.00155638             0.75023             0.89336
-1.42426            0.232903           -0.139813
-0.446477            -1.36482            0.680096
-0.201888           -0.303989           -0.590963
-0.476047           -0.184834            0.157705
-0.549638           -0.484788            -2.19016
-1.93586            0.230291           -0.114426
-0.0121617            -1.30053            0.174732
-0.683695            -1.95498            0.268004
1.04197            0.917572           -0.473396
0.846319            0.105772            0.553804
0.16997             1.41453            0.648447
-0.374289           -0.587751            0.290888
0.690997            -0.42151            -1.70804
0.459225             1.58192             0.26302
-1.10697            0.116526            0.554424
-1.28937            0.479967             2.07073
1.20302             3.07193           -0.147865
-0.166672            0.683918           -0.970205
-0.217462           -0.329175           -0.285649
-0.761797             1.13732           -0.355962
0.605982             1.02453           -0.461189
0.400124           -0.680835            0.123397
0.746027             1.62188            0.349908
-0.382152           -0.390747           0.0456135
-0.307438            0.829022             1.15167
-0.499614            0.808088           -0.325686
-1.3225            0.532174            0.603706
0.466437           -0.297773            -0.31782
-2.44868             2.91607            -1.33915
-1.06034            0.409059           -0.299102
0.00587337           -0.657494             1.46435
